instrument_id,timestamp,action,reason,stop_distance,approved
ZZ0000000008:XETR:EUR,2024-01-04T15:25:00Z,LONG,momentum,0.195128867556925,True
ZZ0000000008:XETR:EUR,2024-01-04T15:55:00Z,EXIT,signal reversal,0.18794906612575396,True
ZZ0000000008:XETR:EUR,2024-01-05T08:50:00Z,LONG,momentum,0.2359396442683439,True
ZZ0000000008:XETR:EUR,2024-01-05T09:35:00Z,EXIT,close-observed take profit,0.2413587919188091,True
ZZ0000000008:XETR:EUR,2024-01-05T09:50:00Z,LONG,momentum,0.22979265422705963,True
ZZ0000000008:XETR:EUR,2024-01-05T10:35:00Z,EXIT,signal reversal,0.21857974103680128,True
ZZ0000000008:XETR:EUR,2024-01-05T11:05:00Z,LONG,momentum,0.21544105211891917,False
ZZ0000000008:XETR:EUR,2024-01-05T11:10:00Z,LONG,momentum,0.2228897405279103,True
ZZ0000000008:XETR:EUR,2024-01-05T11:20:00Z,EXIT,close-observed stop,0.22937710583866378,True
ZZ0000000008:XETR:EUR,2024-01-05T12:00:00Z,LONG,momentum,0.24913759591675091,True
ZZ0000000008:XETR:EUR,2024-01-05T13:00:00Z,EXIT,close-observed take profit,0.20895898146851621,True
ZZ0000000008:XETR:EUR,2024-01-05T14:00:00Z,LONG,momentum,0.2506548316162649,True
ZZ0000000008:XETR:EUR,2024-01-05T14:35:00Z,EXIT,signal reversal,0.2732045397141657,True
ZZ0000000008:XETR:EUR,2024-01-08T08:50:00Z,LONG,momentum,0.2374511279781483,True
ZZ0000000008:XETR:EUR,2024-01-08T09:30:00Z,EXIT,signal reversal,0.2056342750156419,True
ZZ0000000008:XETR:EUR,2024-01-08T09:50:00Z,LONG,momentum,0.23522907997691633,False
ZZ0000000008:XETR:EUR,2024-01-08T10:00:00Z,LONG,momentum,0.2178302869808617,False
ZZ0000000008:XETR:EUR,2024-01-08T10:05:00Z,LONG,momentum,0.21725399979185717,True
ZZ0000000008:XETR:EUR,2024-01-08T10:30:00Z,EXIT,signal reversal,0.21476076440974015,True
ZZ0000000008:XETR:EUR,2024-01-08T11:10:00Z,LONG,momentum,0.2008736298641196,True
ZZ0000000008:XETR:EUR,2024-01-08T11:45:00Z,EXIT,close-observed take profit,0.23410103505310986,True
ZZ0000000008:XETR:EUR,2024-01-08T12:05:00Z,LONG,momentum,0.2592338706102133,True
ZZ0000000008:XETR:EUR,2024-01-08T12:35:00Z,EXIT,signal reversal,0.2385208886573698,True
ZZ0000000008:XETR:EUR,2024-01-08T13:10:00Z,LONG,momentum,0.22903398322389026,True
ZZ0000000008:XETR:EUR,2024-01-08T14:00:00Z,EXIT,close-observed take profit,0.23654450446950448,True
ZZ0000000008:XETR:EUR,2024-01-08T14:20:00Z,LONG,momentum,0.2320367312475875,False
ZZ0000000008:XETR:EUR,2024-01-08T14:25:00Z,LONG,momentum,0.2280719772037172,False
ZZ0000000008:XETR:EUR,2024-01-08T14:30:00Z,LONG,momentum,0.23053960000300172,False
ZZ0000000008:XETR:EUR,2024-01-08T15:15:00Z,LONG,momentum,0.21090624198980534,True
ZZ0000000008:XETR:EUR,2024-01-08T15:25:00Z,EXIT,close-observed stop,0.21490324448766124,True
ZZ0000000008:XETR:EUR,2024-01-09T08:50:00Z,LONG,momentum,0.246400784496937,True
ZZ0000000008:XETR:EUR,2024-01-09T09:25:00Z,EXIT,close-observed take profit,0.2491761327821358,True
ZZ0000000008:XETR:EUR,2024-01-09T10:00:00Z,LONG,momentum,0.22581499387582782,True
ZZ0000000008:XETR:EUR,2024-01-09T10:30:00Z,EXIT,signal reversal,0.24029355512991962,True
ZZ0000000008:XETR:EUR,2024-01-09T11:35:00Z,LONG,momentum,0.20507834458506785,True
ZZ0000000008:XETR:EUR,2024-01-09T12:05:00Z,EXIT,close-observed stop,0.22166344489451667,True
ZZ0000000008:XETR:EUR,2024-01-09T12:40:00Z,LONG,momentum,0.2156439399505073,True
ZZ0000000008:XETR:EUR,2024-01-09T13:30:00Z,EXIT,signal reversal,0.20883110810964617,True
ZZ0000000008:XETR:EUR,2024-01-09T13:45:00Z,LONG,momentum,0.22450952313766845,False
ZZ0000000008:XETR:EUR,2024-01-09T13:50:00Z,LONG,momentum,0.22068140148843995,False
ZZ0000000008:XETR:EUR,2024-01-09T14:45:00Z,LONG,momentum,0.25901202469685863,True
ZZ0000000008:XETR:EUR,2024-01-09T15:25:00Z,EXIT,signal reversal,0.2567608188938567,True
ZZ0000000008:XETR:EUR,2024-01-10T09:05:00Z,LONG,momentum,0.21425931430885217,True
ZZ0000000008:XETR:EUR,2024-01-10T10:10:00Z,EXIT,signal reversal,0.24937937117498774,True
ZZ0000000008:XETR:EUR,2024-01-10T11:25:00Z,LONG,momentum,0.2624888985615179,True
ZZ0000000008:XETR:EUR,2024-01-10T12:25:00Z,EXIT,signal reversal,0.22039286904361127,True
ZZ0000000008:XETR:EUR,2024-01-10T13:25:00Z,LONG,momentum,0.26055963808002197,True
ZZ0000000008:XETR:EUR,2024-01-10T14:15:00Z,EXIT,close-observed take profit,0.25170007371725744,True
ZZ0000000008:XETR:EUR,2024-01-11T09:25:00Z,LONG,momentum,0.2548979094178827,True
ZZ0000000008:XETR:EUR,2024-01-11T10:30:00Z,EXIT,signal reversal,0.2694967589139244,True
ZZ0000000008:XETR:EUR,2024-01-11T10:40:00Z,LONG,momentum,0.27527376745470633,False
ZZ0000000008:XETR:EUR,2024-01-11T10:45:00Z,LONG,momentum,0.2888839932676943,False
ZZ0000000008:XETR:EUR,2024-01-11T10:55:00Z,LONG,momentum,0.28960864592002267,False
ZZ0000000008:XETR:EUR,2024-01-11T11:00:00Z,LONG,momentum,0.28815720151519286,False
ZZ0000000008:XETR:EUR,2024-01-11T11:05:00Z,LONG,momentum,0.2799272233983936,True
ZZ0000000008:XETR:EUR,2024-01-11T11:30:00Z,EXIT,close-observed take profit,0.2772802719077977,True
ZZ0000000008:XETR:EUR,2024-01-11T11:50:00Z,LONG,momentum,0.2760039107539143,False
ZZ0000000008:XETR:EUR,2024-01-11T12:20:00Z,LONG,momentum,0.3080911061762127,True
ZZ0000000008:XETR:EUR,2024-01-11T13:00:00Z,EXIT,close-observed take profit,0.3038122194990349,True
ZZ0000000008:XETR:EUR,2024-01-11T14:10:00Z,LONG,momentum,0.227894262843027,True
ZZ0000000008:XETR:EUR,2024-01-11T14:30:00Z,EXIT,signal reversal,0.2223276626453199,True
ZZ0000000008:XETR:EUR,2024-01-11T15:05:00Z,LONG,momentum,0.2418149194254115,True
ZZ0000000008:XETR:EUR,2024-01-11T16:15:00Z,EXIT,close-observed take profit,0.2212894651468044,True
ZZ0000000008:XETR:EUR,2024-01-12T10:05:00Z,LONG,momentum,0.2884739069640442,True
ZZ0000000008:XETR:EUR,2024-01-12T10:35:00Z,EXIT,close-observed take profit,0.2926296408933504,True
ZZ0000000008:XETR:EUR,2024-01-12T11:05:00Z,LONG,momentum,0.2866580097496266,True
ZZ0000000008:XETR:EUR,2024-01-12T11:50:00Z,EXIT,signal reversal,0.23948638169492703,True
ZZ0000000008:XETR:EUR,2024-01-12T13:30:00Z,LONG,momentum,0.23217044144975119,True
ZZ0000000008:XETR:EUR,2024-01-12T13:45:00Z,EXIT,close-observed stop,0.24142760086919118,True
ZZ0000000008:XETR:EUR,2024-01-12T15:20:00Z,LONG,momentum,0.22193449450759925,True
ZZ0000000008:XETR:EUR,2024-01-12T16:00:00Z,EXIT,signal reversal,0.2536291773424273,True
