instrument_id,entry_at,exit_at,quantity,pnl,local_pnl,fx_pnl,fees,holding_seconds,reason
ZZ0000000008:XETR:EUR,2024-01-09 13:00:00+00:00,2024-01-09 13:35:00+00:00,8,-2.015832206486948,-0.015832206486948053,0.0,2.0,2100.0,signal reversal
ZZ0000000008:XETR:EUR,2024-01-09 14:50:00+00:00,2024-01-09 15:30:00+00:00,8,-2.215666748879812,-0.21566674887981208,0.0,2.0,2400.0,signal reversal
ZZ0000000008:XETR:EUR,2024-01-10 09:10:00+00:00,2024-01-10 09:45:00+00:00,8,0.6079387521282342,2.6079387521282342,0.0,2.0,2100.0,close-observed take profit
ZZ0000000008:XETR:EUR,2024-01-10 11:30:00+00:00,2024-01-10 12:30:00+00:00,8,-1.5142123898306181,0.4857876101693819,0.0,2.0,3600.0,signal reversal
ZZ0000000008:XETR:EUR,2024-01-10 13:30:00+00:00,2024-01-10 14:00:00+00:00,8,1.2083344636199627,3.2083344636199627,0.0,2.0,1800.0,close-observed take profit
ZZ0000000008:XETR:EUR,2024-01-10 14:20:00+00:00,2024-01-10 15:05:00+00:00,7,-4.17895982910693,-2.1789598291069012,0.0,2.0,2700.0,signal reversal
ZZ0000000008:XETR:EUR,2024-01-11 09:30:00+00:00,2024-01-11 10:05:00+00:00,7,-0.008002895125628129,1.9919971048743434,0.0,2.0,2100.0,close-observed take profit
ZZ0000000008:XETR:EUR,2024-01-11 10:45:00+00:00,2024-01-11 11:30:00+00:00,7,2.1587847905789204,4.158784790578878,0.0,2.0,2700.0,close-observed take profit
ZZ0000000008:XETR:EUR,2024-01-11 11:55:00+00:00,2024-01-11 12:50:00+00:00,7,3.3059774841664193,5.30597748416649,0.0,2.0,3300.0,close-observed take profit
ZZ0000000008:XETR:EUR,2024-01-11 13:00:00+00:00,2024-01-11 14:00:00+00:00,7,1.864634132633455,3.8646341326335687,0.0,2.0,3600.0,close-observed take profit
ZZ0000000008:XETR:EUR,2024-01-11 14:15:00+00:00,2024-01-11 14:35:00+00:00,7,-2.642334495391083,-0.6423344953911112,0.0,2.0,1200.0,signal reversal
ZZ0000000008:XETR:EUR,2024-01-11 15:10:00+00:00,2024-01-11 16:20:00+00:00,7,0.7679892358281677,2.767989235828196,0.0,2.0,4200.0,close-observed take profit
ZZ0000000008:XETR:EUR,2024-01-12 10:10:00+00:00,2024-01-12 10:40:00+00:00,7,3.7638592646511597,5.76385926465116,0.0,2.0,1800.0,close-observed take profit
ZZ0000000008:XETR:EUR,2024-01-12 11:10:00+00:00,2024-01-12 11:55:00+00:00,7,-1.8230488222395707,0.17695117776042935,0.0,2.0,2700.0,signal reversal
ZZ0000000008:XETR:EUR,2024-01-12 13:35:00+00:00,2024-01-12 14:10:00+00:00,7,-4.458887713948229,-2.458887713948201,0.0,2.0,2100.0,signal reversal
ZZ0000000008:XETR:EUR,2024-01-12 15:25:00+00:00,2024-01-12 16:05:00+00:00,7,-0.3186632479960281,1.6813367520038582,0.0,2.0,2400.0,signal reversal
