instrument_id,entry_at,exit_at,quantity,pnl,local_pnl,fx_pnl,fees,holding_seconds,reason
ZZ0000000008:XETR:EUR,2024-01-11 10:40:00+00:00,2024-01-11 11:20:00+00:00,7,3.7513431411694,3.7513431411693574,0.0,0.0,2400.0,close-observed take profit
ZZ0000000008:XETR:EUR,2024-01-11 11:50:00+00:00,2024-01-11 12:10:00+00:00,7,3.5843079225957126,3.58430792259567,0.0,0.0,1200.0,close-observed take profit
ZZ0000000008:XETR:EUR,2024-01-11 12:20:00+00:00,2024-01-11 12:50:00+00:00,7,4.050722834134035,4.050722834134021,0.0,0.0,1800.0,close-observed take profit
ZZ0000000008:XETR:EUR,2024-01-11 12:55:00+00:00,2024-01-11 13:45:00+00:00,7,4.089921586598962,4.089921586598962,0.0,0.0,3000.0,close-observed take profit
ZZ0000000008:XETR:EUR,2024-01-11 14:10:00+00:00,2024-01-11 14:30:00+00:00,7,-1.0723110471907376,-1.0723110471906807,0.0,0.0,1200.0,signal reversal
ZZ0000000008:XETR:EUR,2024-01-11 15:05:00+00:00,2024-01-11 15:40:00+00:00,7,3.120312517328557,3.1203125173286708,0.0,0.0,2100.0,close-observed take profit
ZZ0000000008:XETR:EUR,2024-01-12 10:05:00+00:00,2024-01-12 10:35:00+00:00,7,5.8957668596689246,5.8957668596689246,0.0,0.0,1800.0,close-observed take profit
ZZ0000000008:XETR:EUR,2024-01-12 10:40:00+00:00,2024-01-12 11:25:00+00:00,7,3.64748220399008,3.64748220399008,0.0,0.0,2700.0,close-observed take profit
ZZ0000000008:XETR:EUR,2024-01-12 13:30:00+00:00,2024-01-12 14:05:00+00:00,7,-1.2750536667159622,-1.275053666716019,0.0,0.0,2100.0,signal reversal
ZZ0000000008:XETR:EUR,2024-01-12 15:20:00+00:00,2024-01-12 16:00:00+00:00,7,1.5482839117835283,1.5482839117835567,0.0,0.0,2400.0,signal reversal
