instrument_id,timestamp,action,reason,stop_distance,approved
ZZ0000000008:XETR:EUR,2024-01-04T13:05:00Z,EXIT,close-observed take profit,0.18251836017721246,True
ZZ0000000008:XETR:EUR,2024-01-04T13:35:00Z,LONG,momentum,0.16683301845991394,True
ZZ0000000008:XETR:EUR,2024-01-04T13:55:00Z,EXIT,close-observed take profit,0.20575144579601456,True
ZZ0000000008:XETR:EUR,2024-01-04T14:15:00Z,LONG,momentum,0.22100119020109177,True
ZZ0000000008:XETR:EUR,2024-01-04T15:25:00Z,EXIT,close-observed take profit,0.195128867556925,True
ZZ0000000008:XETR:EUR,2024-01-05T08:50:00Z,LONG,momentum,0.2359396442683439,True
ZZ0000000008:XETR:EUR,2024-01-05T09:35:00Z,EXIT,close-observed take profit,0.2413587919188091,True
ZZ0000000008:XETR:EUR,2024-01-05T09:50:00Z,LONG,momentum,0.22979265422705963,True
ZZ0000000008:XETR:EUR,2024-01-05T10:35:00Z,EXIT,signal reversal,0.21857974103680128,True
ZZ0000000008:XETR:EUR,2024-01-05T11:05:00Z,LONG,momentum,0.21544105211891917,False
ZZ0000000008:XETR:EUR,2024-01-05T11:10:00Z,LONG,momentum,0.2228897405279103,True
ZZ0000000008:XETR:EUR,2024-01-05T12:05:00Z,EXIT,close-observed take profit,0.24591701114121078,True
ZZ0000000008:XETR:EUR,2024-01-05T12:20:00Z,LONG,momentum,0.2457050571577477,True
ZZ0000000008:XETR:EUR,2024-01-05T13:20:00Z,EXIT,close-observed take profit,0.20010051925628553,True
ZZ0000000008:XETR:EUR,2024-01-05T14:00:00Z,LONG,momentum,0.2506548316162649,True
ZZ0000000008:XETR:EUR,2024-01-05T14:35:00Z,EXIT,signal reversal,0.2732045397141657,True
ZZ0000000008:XETR:EUR,2024-01-08T08:50:00Z,LONG,momentum,0.2374511279781483,True
ZZ0000000008:XETR:EUR,2024-01-08T09:30:00Z,EXIT,signal reversal,0.2056342750156419,True
ZZ0000000008:XETR:EUR,2024-01-08T09:50:00Z,LONG,momentum,0.23522907997691633,False
ZZ0000000008:XETR:EUR,2024-01-08T10:00:00Z,LONG,momentum,0.2178302869808617,False
ZZ0000000008:XETR:EUR,2024-01-08T10:05:00Z,LONG,momentum,0.21725399979185717,True
ZZ0000000008:XETR:EUR,2024-01-08T10:30:00Z,EXIT,signal reversal,0.21476076440974015,True
ZZ0000000008:XETR:EUR,2024-01-08T11:10:00Z,LONG,momentum,0.2008736298641196,True
ZZ0000000008:XETR:EUR,2024-01-08T11:45:00Z,EXIT,close-observed take profit,0.23410103505310986,True
ZZ0000000008:XETR:EUR,2024-01-08T12:05:00Z,LONG,momentum,0.2592338706102133,True
ZZ0000000008:XETR:EUR,2024-01-08T12:35:00Z,EXIT,signal reversal,0.2385208886573698,True
ZZ0000000008:XETR:EUR,2024-01-08T13:10:00Z,LONG,momentum,0.22903398322389026,True
ZZ0000000008:XETR:EUR,2024-01-08T14:00:00Z,EXIT,close-observed take profit,0.23654450446950448,True
ZZ0000000008:XETR:EUR,2024-01-08T14:20:00Z,LONG,momentum,0.2320367312475875,True
ZZ0000000008:XETR:EUR,2024-01-08T15:10:00Z,EXIT,close-observed take profit,0.21621452824973275,True
ZZ0000000008:XETR:EUR,2024-01-09T08:50:00Z,LONG,momentum,0.246400784496937,True
ZZ0000000008:XETR:EUR,2024-01-09T09:25:00Z,EXIT,close-observed take profit,0.2491761327821358,True
ZZ0000000008:XETR:EUR,2024-01-09T10:00:00Z,LONG,momentum,0.22581499387582782,True
ZZ0000000008:XETR:EUR,2024-01-09T10:30:00Z,EXIT,signal reversal,0.24029355512991962,True
ZZ0000000008:XETR:EUR,2024-01-09T11:35:00Z,LONG,momentum,0.20507834458506785,True
ZZ0000000008:XETR:EUR,2024-01-09T12:10:00Z,EXIT,close-observed stop,0.22350428236906644,True
ZZ0000000008:XETR:EUR,2024-01-09T12:40:00Z,LONG,momentum,0.2156439399505073,False
ZZ0000000008:XETR:EUR,2024-01-09T12:55:00Z,LONG,momentum,0.1942642702776897,True
ZZ0000000008:XETR:EUR,2024-01-09T13:30:00Z,EXIT,signal reversal,0.20883110810964617,True
ZZ0000000008:XETR:EUR,2024-01-09T13:45:00Z,LONG,momentum,0.22450952313766845,False
ZZ0000000008:XETR:EUR,2024-01-09T13:50:00Z,LONG,momentum,0.22068140148843995,False
ZZ0000000008:XETR:EUR,2024-01-09T14:45:00Z,LONG,momentum,0.25901202469685863,True
ZZ0000000008:XETR:EUR,2024-01-09T15:25:00Z,EXIT,signal reversal,0.2567608188938567,True
ZZ0000000008:XETR:EUR,2024-01-10T09:05:00Z,LONG,momentum,0.21425931430885217,True
ZZ0000000008:XETR:EUR,2024-01-10T09:40:00Z,EXIT,close-observed take profit,0.2563327225549895,True
ZZ0000000008:XETR:EUR,2024-01-10T11:25:00Z,LONG,momentum,0.2624888985615179,True
ZZ0000000008:XETR:EUR,2024-01-10T12:25:00Z,EXIT,signal reversal,0.22039286904361127,True
ZZ0000000008:XETR:EUR,2024-01-10T13:25:00Z,LONG,momentum,0.26055963808002197,True
ZZ0000000008:XETR:EUR,2024-01-10T13:55:00Z,EXIT,close-observed take profit,0.2829733687150591,True
ZZ0000000008:XETR:EUR,2024-01-10T14:15:00Z,LONG,momentum,0.25170007371725744,True
ZZ0000000008:XETR:EUR,2024-01-10T15:00:00Z,EXIT,signal reversal,0.2189769665420092,True
ZZ0000000008:XETR:EUR,2024-01-11T09:25:00Z,LONG,momentum,0.2548979094178827,True
ZZ0000000008:XETR:EUR,2024-01-11T10:00:00Z,EXIT,close-observed take profit,0.2434156552775646,True
ZZ0000000008:XETR:EUR,2024-01-11T10:40:00Z,LONG,momentum,0.27527376745470633,True
ZZ0000000008:XETR:EUR,2024-01-11T11:25:00Z,EXIT,close-observed take profit,0.2776572363977142,True
ZZ0000000008:XETR:EUR,2024-01-11T11:50:00Z,LONG,momentum,0.2760039107539143,True
ZZ0000000008:XETR:EUR,2024-01-11T12:45:00Z,EXIT,close-observed take profit,0.29191067849610364,True
ZZ0000000008:XETR:EUR,2024-01-11T12:55:00Z,LONG,momentum,0.2936256965316473,True
ZZ0000000008:XETR:EUR,2024-01-11T13:55:00Z,EXIT,close-observed take profit,0.259286873941353,True
ZZ0000000008:XETR:EUR,2024-01-11T14:10:00Z,LONG,momentum,0.227894262843027,True
ZZ0000000008:XETR:EUR,2024-01-11T14:30:00Z,EXIT,signal reversal,0.2223276626453199,True
ZZ0000000008:XETR:EUR,2024-01-11T15:05:00Z,LONG,momentum,0.2418149194254115,True
ZZ0000000008:XETR:EUR,2024-01-11T16:15:00Z,EXIT,close-observed take profit,0.2212894651468044,True
ZZ0000000008:XETR:EUR,2024-01-12T10:05:00Z,LONG,momentum,0.2884739069640442,True
ZZ0000000008:XETR:EUR,2024-01-12T10:35:00Z,EXIT,close-observed take profit,0.2926296408933504,True
ZZ0000000008:XETR:EUR,2024-01-12T11:05:00Z,LONG,momentum,0.2866580097496266,True
ZZ0000000008:XETR:EUR,2024-01-12T11:50:00Z,EXIT,signal reversal,0.23948638169492703,True
ZZ0000000008:XETR:EUR,2024-01-12T13:30:00Z,LONG,momentum,0.23217044144975119,True
ZZ0000000008:XETR:EUR,2024-01-12T14:05:00Z,EXIT,signal reversal,0.25048958664903154,True
ZZ0000000008:XETR:EUR,2024-01-12T15:20:00Z,LONG,momentum,0.22193449450759925,True
ZZ0000000008:XETR:EUR,2024-01-12T16:00:00Z,EXIT,signal reversal,0.2536291773424273,True
